Time [s],Heating [W],Observed T [K]
8868,3.469,1.9451
8872,3.4688,1.9458
8876,3.4689,1.9451
8880,3.4688,1.9451
8884,3.4688,1.9451
8888,3.4689,1.9451
8892,3.4689,1.9451
8896,3.469,1.9445
8900,3.4689,1.9445
8904,3.469,1.9451
8908,3.4691,1.9451
8912,3.4691,1.9451
8916,3.4689,1.9445
8920,3.469,1.9445
8924,3.4688,1.9451
8928,3.4688,1.9451
8932,3.4689,1.9445
8936,3.469,1.9451
8940,3.4689,1.9445
8944,3.4689,1.9445
8948,3.4688,1.9445
8952,3.4688,1.9451
8956,3.4688,1.9445
8960,3.4688,1.9445
8964,3.4689,1.9439
8968,3.4689,1.9451
8972,3.4689,1.9451
8976,3.4689,1.9445
8980,3.4689,1.9445
8984,3.4688,1.9445
8988,3.4688,1.9439
8992,3.4688,1.9445
8996,3.4689,1.9445
9000,3.469,1.9439
9004,3.469,1.9445
9008,3.4688,1.9445
9012,3.4687,1.9445
9016,3.4686,1.9445
9020,3.4687,1.9439
9024,3.4686,1.9439
9028,3.4686,1.9445
9032,3.4685,1.9445
9036,3.4686,1.9445
9040,3.4688,1.9445
9044,3.4687,1.9439
9048,3.4686,1.9445
9052,3.4686,1.9439
9056,3.4686,1.9445
9060,3.4687,1.9445
9064,3.4688,1.9439
9068,3.4687,1.9445
9072,3.4686,1.9445
9076,3.4688,1.9445
9080,3.4687,1.9445
9084,3.4686,1.9445
9088,3.4686,1.9439
9092,3.4687,1.9445
9096,3.4687,1.9445
9100,3.4688,1.9445
9104,3.4687,1.9445
9108,3.4686,1.9445
9112,3.4687,1.9439
9116,3.4687,1.9445
9120,3.4686,1.9445
9124,3.4685,1.9445
9128,3.4685,1.9439
9132,3.4685,1.9445
9136,3.4686,1.9439
9140,3.4686,1.9451
9144,3.4687,1.9445
9148,3.4687,1.9445
9152,3.4687,1.9445
9156,3.4685,1.9445
9160,3.4685,1.9445
9164,3.4685,1.9445
9168,3.4685,1.9445
9172,3.4686,1.9451
9176,3.4686,1.9445
9180,3.4687,1.9445
9184,3.4688,1.9445
9188,3.4688,1.9451
9192,3.4688,1.9445
9196,3.4689,1.9451
9200,3.4688,1.9445
9204,3.4686,1.9451
9208,3.4687,1.9451
9212,3.4686,1.9445
9216,3.4687,1.9445
9220,3.4688,1.9451
9224,3.4687,1.9445
9228,3.4686,1.9451
9232,3.4686,1.9451
9236,3.4687,1.9451
9240,3.4687,1.9451
9244,3.4688,1.9451
9248,3.4688,1.9451
9252,3.4687,1.9451
9256,3.4688,1.9451
9260,3.4687,1.9451
9264,3.4688,1.9451
9268,3.4688,1.9451
9272,3.4688,1.9451
9276,3.4689,1.9458
9280,3.4691,1.9451
9284,3.4692,1.9451
9288,3.4691,1.9451
9292,3.4692,1.9458
9296,3.4692,1.9451
9300,3.4692,1.9455
9304,3.4692,1.9451
9308,3.4691,1.9451
9312,3.4691,1.9451
9316,3.469,1.9451
9320,3.4692,1.9451
9324,3.4691,1.9451
9328,3.469,1.9458
9332,3.469,1.9451
9336,3.469,1.9451
9340,3.4689,1.9451
9344,3.4691,1.9458
9348,3.4691,1.9451
9352,3.469,1.9451
9356,3.469,1.9451
9360,3.4688,1.9451
9364,3.4688,1.9451
9368,3.4688,1.9451
9372,3.4687,1.9451
9376,3.4687,1.9451
9380,3.4689,1.9445
9384,3.4688,1.9451
9388,3.4689,1.9451
9392,3.4689,1.9451
9396,3.469,1.9445
9400,3.469,1.9451
9404,3.469,1.9451
9408,3.469,1.9451
9412,3.4689,1.9451
9416,3.4688,1.9445
9420,3.4688,1.9445
9424,3.4688,1.9445
9428,3.4688,1.9451
9432,3.4689,1.9445
9436,3.469,1.9451
9440,3.4689,1.9445
9444,3.4687,1.9445
9448,3.4689,1.9445
9452,3.469,1.9445
9456,3.469,1.9451
9460,3.469,1.9445
9464,3.469,1.9445
9468,3.4689,1.9451
9472,3.4688,1.9445
9476,3.4689,1.9451
9480,3.4688,1.9445
9484,3.4687,1.9445
9488,3.4688,1.9451
9492,3.4688,1.9445
9496,3.4687,1.9445
9500,3.4687,1.9445
9504,3.4687,1.9445
9508,3.4687,1.9451
9512,3.4688,1.9451
9516,3.4687,1.9451
9520,3.4687,1.9451
9524,3.4689,1.9445
9528,3.4688,1.9445
9532,3.4687,1.9445
9536,3.4687,1.9445
9540,3.4686,1.9445
9544,3.4686,1.9445
9548,3.4687,1.9445
9552,3.4686,1.9451
9556,3.4686,1.9445
9560,3.4686,1.9451
9564,3.4687,1.9451
9568,3.4686,1.9451
9572,3.4687,1.9451
9576,3.4687,1.9451
9580,3.4685,1.9451
9584,3.4686,1.9451
9588,3.4686,1.9445
9592,3.4685,1.9458
9596,3.4684,1.9451
9600,3.4684,1.9458
9604,3.4683,1.9451
9608,3.4685,1.9451
9612,3.4685,1.9451
9616,3.4685,1.9451
9620,3.4686,1.9451
9624,3.4686,1.9451
9628,3.4687,1.9451
9632,3.4688,1.9451
9636,3.4688,1.9451
9640,3.4687,1.9458
9644,3.4688,1.9451
9648,3.4688,1.9451
9652,3.4687,1.9458
9656,3.4687,1.9451
9660,3.4687,1.9458
9664,3.4686,1.9451
9668,3.4688,1.9458
9672,3.4688,1.9458
9676,3.4687,1.9458
9680,3.4688,1.9451
9684,3.4686,1.9451
9688,3.4686,1.9458
9692,3.4685,1.9458
9696,3.4685,1.9458
9700,3.4686,1.9458
9704,3.4687,1.9458
9708,3.4687,1.9458
9712,3.4687,1.9458
9716,3.4688,1.9464
9720,3.4688,1.9451
9724,3.4688,1.9458
9728,3.4688,1.9458
9732,3.4687,1.9464
9736,3.4687,1.9458
9740,3.4687,1.9458
9744,3.4689,1.9458
9748,3.469,1.9458
9752,3.469,1.9464
9756,3.469,1.9458
9760,3.469,1.9464
9764,3.469,1.9464
9768,3.4691,1.9458
9772,3.4693,1.9464
9776,3.4691,1.9458
9780,3.4691,1.9464
9784,3.4693,1.9458
9788,3.4693,1.9458
9792,3.4694,1.9458
9796,3.4692,1.9458
9800,3.4692,1.9458
9804,3.4691,1.9458
9808,3.469,1.9458
9812,3.4691,1.9464
9816,3.469,1.9458
9820,3.4691,1.9464
9824,3.4689,1.9464
9828,3.4689,1.9464
9832,3.4689,1.9464
9836,3.4691,1.9458
9840,3.469,1.9458
9844,3.4689,1.9458
9848,3.469,1.9458
9852,3.469,1.9464
9856,3.469,1.9458
9860,3.469,1.9458
9864,3.4691,1.9458
9868,3.469,1.9458
9872,3.469,1.9451
9876,3.469,1.9458
9880,3.4688,1.9458
9884,3.4689,1.9458
9888,3.4689,1.9458
9892,3.4689,1.9458
9896,3.4689,1.9458
9900,3.4688,1.9464
9904,3.4689,1.9464
9908,3.469,1.9464
9912,3.4689,1.9464
9916,3.4688,1.9451
9920,3.4688,1.9451
9924,3.4689,1.9458
9928,3.4688,1.9458
9932,3.4689,1.9458
9936,3.4687,1.9458
9940,3.4686,1.9464
9944,3.4687,1.9464
9948,3.4687,1.9458
9952,3.4688,1.9461
9956,3.4688,1.9451
9960,3.4687,1.9464
9964,3.4688,1.9458
9968,3.4687,1.9458
9972,3.4686,1.9458
9976,3.4686,1.9458
9980,3.4686,1.9458
9984,3.4686,1.9458
9988,3.4686,1.9451
9992,3.4686,1.9458
9996,3.4687,1.9458
10000,3.4688,1.9458
10004,3.4685,1.9458
10008,3.4687,1.9458
10012,3.4686,1.9458
10016,3.4685,1.9458
10020,3.4686,1.9458
10024,3.4687,1.9458
10028,3.4687,1.9458
10032,3.4686,1.9458
10036,3.4684,1.9458
10040,3.4684,1.9458
10044,3.4684,1.9458
10048,3.4685,1.9464
10052,3.4686,1.9451
10056,3.4686,1.9464
10060,3.4686,1.9464
10064,3.4686,1.9464
10068,3.4687,1.9464
10072,3.4686,1.9461
10076,3.4686,1.9464
10080,3.4687,1.9464
10084,3.4685,1.9464
10088,3.4684,1.9464
10092,3.4685,1.9464
10096,3.4685,1.9464
10100,3.4685,1.9464
10104,3.4687,1.9458
10108,3.4686,1.9471
10112,3.4687,1.9464
10116,3.4688,1.9471
10120,3.4687,1.9464
10124,3.4688,1.9464
10128,3.4688,1.9464
10132,3.4687,1.9464
10136,3.4688,1.9464
10140,3.4689,1.9471
10144,3.4688,1.9464
10148,3.4689,1.9464
10152,3.4689,1.9464
10156,3.4689,1.9471
10160,3.469,1.9471
10164,3.469,1.9471
10168,3.469,1.9471
10172,3.4689,1.9471
10176,3.4691,1.9464
10180,3.4691,1.9471
10184,3.4691,1.9471
10188,3.4692,1.9471
10192,3.4691,1.9471
10196,3.4691,1.9471
10200,3.469,1.9471
10204,3.469,1.9477
10208,3.4691,1.9464
10212,3.469,1.9471
10216,3.469,1.9464
10220,3.4689,1.9471
10224,3.469,1.9477
10228,3.469,1.9471
10232,3.4689,1.9471
10236,3.4691,1.9464
10240,3.4691,1.9471
10244,3.4691,1.9471
10248,3.469,1.9471
10252,3.469,1.9464
10256,3.469,1.9471
10260,3.469,1.9477
10264,3.4689,1.9471
10268,3.4689,1.9471
10272,3.4691,1.9471
10276,3.469,1.9471
10280,3.469,1.9471
10284,3.469,1.9464
10288,3.4689,1.9464
10292,3.4688,1.9464
10296,3.4687,1.9471
10300,3.4687,1.9471
10304,3.4687,1.9464
10308,3.4687,1.9471
10312,3.4687,1.9471
10316,3.4688,1.9471
10320,3.4689,1.9471
10324,3.4688,1.9464
10328,3.4688,1.9464
10332,3.4689,1.9471
10336,3.4688,1.9464
10340,3.4686,1.9471
10344,3.4686,1.9464
10348,3.4685,1.9471
10352,3.4685,1.9467
10356,3.4687,1.9471
10360,3.4689,1.9471
10364,3.4689,1.9471
10368,3.4688,1.9471
10372,3.4689,1.9471
10376,3.4686,1.9471
10380,3.4686,1.9464
10384,3.4686,1.9464
10388,3.4687,1.9467
10392,3.4687,1.9464
10396,3.4687,1.9464
10400,3.4688,1.9471
10404,3.4688,1.9464
10408,3.4687,1.9471
10412,3.4687,1.9471
10416,3.4685,1.9471
10420,3.4686,1.9471
10424,3.4685,1.9471
10428,3.4685,1.9464
10432,3.4686,1.9471
10436,3.4686,1.9471
10440,3.4686,1.9464
10444,3.4687,1.9471
10448,3.4687,1.9477
10452,3.4687,1.9471
10456,3.4685,1.9471
10460,3.4685,1.9471
10464,3.4685,1.9471
10468,3.4686,1.9471
10472,3.4686,1.9477
10476,3.4685,1.9471
10480,3.4685,1.9471
10484,3.4685,1.9471
10488,3.4687,1.9471
10492,3.4687,1.9477
10496,3.4685,1.9471
10500,3.4686,1.9477
10504,3.4687,1.9471
10508,3.4685,1.9471
10512,3.4686,1.9471
10516,3.4686,1.9477
10520,3.4686,1.9471
10524,3.4687,1.9477
10528,3.4687,1.9477
10532,3.4687,1.9471
10536,3.4686,1.9471
10540,3.4686,1.9477
10544,3.4688,1.9477
10548,3.469,1.9477
10552,3.469,1.9477
10556,3.4689,1.9483
10560,3.469,1.9477
10564,3.469,1.9477
10568,3.4688,1.9477
10572,3.4689,1.9477
10576,3.4689,1.9483
10580,3.4689,1.9477
10584,3.4691,1.9483
10588,3.469,1.9474
10592,3.4689,1.9483
10596,3.4691,1.9477
10600,3.469,1.9483
10604,3.4689,1.9477
10608,3.469,1.9483
10612,3.4691,1.9483
10616,3.4692,1.9483
10620,3.4693,1.9483
10624,3.4691,1.9483
10628,3.469,1.9477
10632,3.4689,1.9477
10636,3.469,1.9477
10640,3.469,1.9483
10644,3.4691,1.9483
10648,3.469,1.9477
10652,3.469,1.9483
10656,3.4691,1.9477
10660,3.469,1.9471
10664,3.4689,1.9477
10668,3.4689,1.9477
10672,3.4689,1.9477
10676,3.4689,1.9477
10680,3.4689,1.9477
10684,3.4689,1.9483
10688,3.4689,1.9483
10692,3.469,1.9483
10696,3.4691,1.9477
10700,3.4691,1.9477
10704,3.469,1.9477
10708,3.469,1.9477
10712,3.4688,1.9477
10716,3.4688,1.9477
10720,3.4689,1.9477
10724,3.469,1.9477
10728,3.469,1.9477
10732,3.4689,1.9477
10736,3.4688,1.9483
10740,3.4686,1.9483
10744,3.4685,1.9477
10748,3.4686,1.9483
10752,3.4687,1.9483
10756,3.4687,1.9477
10760,3.4686,1.9477
10764,3.4687,1.9477
10768,3.4686,1.9477
10772,3.4685,1.9483
10776,3.4686,1.9477
10780,3.4686,1.9477
10784,3.4685,1.9483
10788,3.4686,1.9471
10792,3.4688,1.9477
10796,3.4687,1.9477
10800,3.4687,1.9471
10804,3.4687,1.9483
10808,3.4686,1.9477
10812,3.4685,1.9477
10816,3.4685,1.9477
10820,3.4685,1.9477
10824,3.4686,1.9477
10828,3.4686,1.9483
10832,3.4685,1.9477
10836,3.4684,1.9483
10840,3.4685,1.9483
10844,3.4685,1.9483
10848,3.4684,1.9483
10852,3.4684,1.9483
10856,3.4685,1.9483
10860,3.4685,1.9483
10864,3.4686,1.9483
10868,3.4685,1.9483
10872,3.4685,1.9483
10876,3.4686,1.9483
10880,3.4684,1.9483
10884,3.4684,1.949
10888,3.4684,1.9483
10892,3.4684,1.9483
10896,3.4685,1.9483
10900,3.4686,1.9483
10904,3.4687,1.949
10908,3.4686,1.9483
10912,3.4687,1.9483
10916,3.4686,1.9483
10920,3.4684,1.9483
10924,3.4686,1.949
10928,3.4688,1.9483
10932,3.4687,1.949
10936,3.4687,1.9483
10940,3.4686,1.9483
10944,3.4685,1.9483
10948,3.4686,1.9483
10952,3.4685,1.949
10956,3.4686,1.949
10960,3.4687,1.949
10964,3.4688,1.949
10968,3.4687,1.9483
10972,3.4687,1.9496
10976,3.4688,1.949
10980,3.4689,1.949
10984,3.469,1.9496
10988,3.469,1.949
10992,3.469,1.949
10996,3.4689,1.9496
11000,3.4691,1.9496
11004,3.4692,1.949
11008,3.4691,1.9496
11012,3.469,1.9496
11016,3.469,1.9496
11020,3.469,1.949
11024,3.4689,1.949
11028,3.4689,1.9496
11032,3.4688,1.949
11036,3.4689,1.9493
11040,3.469,1.9496
11044,3.4689,1.9496
11048,3.4688,1.9493
11052,3.4688,1.949
11056,3.469,1.9496
11060,3.469,1.9496
11064,3.469,1.9496
11068,3.4691,1.9496
11072,3.469,1.9496
11076,3.4691,1.949
11080,3.469,1.949
11084,3.4689,1.9496
11088,3.4688,1.9496
11092,3.469,1.9499
11096,3.469,1.949
11100,3.469,1.9496
11104,3.4689,1.9483
11108,3.4689,1.9496
11112,3.4688,1.9496
11116,3.4688,1.949
11120,3.4688,1.949
11124,3.4688,1.949
11128,3.4687,1.9496
11132,3.4687,1.9496
11136,3.4687,1.9496
11140,3.4686,1.949
11144,3.4686,1.949
11148,3.4687,1.949
11152,3.469,1.949
11156,3.4689,1.9496
11160,3.4687,1.949
11164,3.4686,1.9496
11168,3.4686,1.9496
11172,3.4685,1.949
11176,3.4686,1.949
11180,3.4687,1.9496
11184,3.4686,1.949
11188,3.4685,1.949
11192,3.4685,1.949
11196,3.4686,1.9496
11200,3.4688,1.9496
11204,3.4687,1.9496
11208,3.4686,1.949
11212,3.4688,1.949
11216,3.4689,1.949
11220,3.4688,1.9496
11224,3.4688,1.9496
11228,3.4686,1.9496
11232,3.4687,1.9496
11236,3.4688,1.9496
11240,3.4688,1.9496
11244,3.4687,1.9496
11248,3.4686,1.9496
11252,3.4687,1.9496
11256,3.4688,1.949
11260,3.4688,1.9496
11264,3.4687,1.9496
11268,3.4687,1.9496
11272,3.4687,1.9496
11276,3.4687,1.9496
11280,3.4686,1.9496
11284,3.4686,1.949
11288,3.4687,1.9496
11292,3.4687,1.9496
11296,3.4686,1.9496
11300,3.4685,1.949
11304,3.4686,1.9496
11308,3.4686,1.9496
11312,3.4686,1.9496
11316,3.4686,1.9496
11320,3.4686,1.9496
11324,3.4686,1.9496
11328,3.4684,1.9496
11332,3.4684,1.9496
11336,3.4684,1.9496
11340,3.4683,1.9499
11344,3.4684,1.9496
11348,3.4686,1.9496
11352,3.4686,1.9502
11356,3.4685,1.9502
11360,3.4687,1.9496
11364,3.4689,1.9496
11368,3.4689,1.9496
11372,3.4688,1.9496
11376,3.4689,1.9502
11380,3.4689,1.9502
11384,3.4688,1.9502
11388,3.4687,1.9502
11392,3.4688,1.9502
11396,3.4687,1.9502
11400,3.4687,1.9502
11404,3.4688,1.9502
11408,3.4688,1.9502
11412,3.4688,1.9505
11416,3.4687,1.9502
11420,3.4687,1.9502
11424,3.4686,1.9502
11428,3.4689,1.9509
11432,3.4689,1.9509
11436,3.4689,1.9509
11440,3.4689,1.9509
11444,3.4689,1.9502
11448,3.4689,1.9509
11452,3.4689,1.9509
11456,3.4689,1.9509
11460,3.4689,1.9509
11464,3.469,1.9509
11468,3.4689,1.9515
11472,3.4689,1.9509
11476,3.469,1.9515
11480,3.4691,1.9515
11484,3.4692,1.9509
11488,3.4691,1.9515
11492,3.4692,1.9515
11496,3.4692,1.9515
11500,3.4692,1.9515
11504,3.4691,1.9509
11508,3.4689,1.9515
11512,3.4689,1.9509
11516,3.4689,1.9509
11520,3.4689,1.9509
11524,3.469,1.9512
11528,3.469,1.9515
11532,3.4689,1.9515
11536,3.4691,1.9515
11540,3.4691,1.9509
11544,3.469,1.9515
11548,3.4688,1.9509
11552,3.4689,1.9509
11556,3.4689,1.9509
11560,3.4689,1.9509
11564,3.469,1.9515
11568,3.4689,1.9509
11572,3.4691,1.9509
11576,3.4691,1.9509
11580,3.4689,1.9509
11584,3.4688,1.9509
11588,3.4689,1.9515
11592,3.4688,1.9509
11596,3.4687,1.9509
11600,3.4687,1.9502
11604,3.4688,1.9515
11608,3.4689,1.9509
11612,3.4688,1.9509
11616,3.4688,1.9509
11620,3.4689,1.9515
11624,3.4689,1.9509
11628,3.4688,1.9521
11632,3.4689,1.9509
11636,3.4687,1.9515
11640,3.4687,1.9515
11644,3.4688,1.9515
11648,3.4688,1.9515
11652,3.4687,1.9509
11656,3.4687,1.9515
11660,3.4687,1.9515
11664,3.4688,1.9515
11668,3.4688,1.9515
11672,3.4687,1.9515
11676,3.4687,1.9515
11680,3.4686,1.9515
11684,3.4687,1.9509
11688,3.4686,1.9509
11692,3.4686,1.9515
11696,3.4687,1.9515
11700,3.4685,1.9515
11704,3.4685,1.9515
11708,3.4686,1.9509
11712,3.4686,1.9515
11716,3.4687,1.9515
11720,3.4686,1.9515
11724,3.4685,1.9515
11728,3.4685,1.9509
11732,3.4686,1.9515
11736,3.4685,1.9521
11740,3.4683,1.9509
11744,3.4686,1.9515
11748,3.4686,1.9515
11752,3.4686,1.9515
11756,3.4686,1.9515
11760,3.4685,1.9515
11764,3.4684,1.9515
11768,3.4685,1.9515
11772,3.4686,1.9521
11776,3.4686,1.9515
11780,3.4685,1.9521
11784,3.4684,1.9521
11788,3.4684,1.9515
11792,3.4685,1.9521
11796,3.4686,1.9515
11800,3.4685,1.9521
11804,3.4685,1.9521
11808,3.4685,1.9521
11812,3.4686,1.9521
11816,3.4687,1.9521
11820,3.4687,1.9521
11824,3.4685,1.9528
11828,3.4687,1.9515
11832,3.4687,1.9528
11836,3.4687,1.9528
11840,3.4689,1.9528
11844,3.4688,1.9528
11848,3.4687,1.9528
11852,3.4686,1.9528
11856,3.4686,1.9528
11860,3.4687,1.9528
11864,3.469,1.9528
11868,3.4689,1.9528
11872,3.4688,1.9534
11876,3.4689,1.9534
11880,3.469,1.9528
11884,3.469,1.9528
11888,3.469,1.9534
11892,3.4689,1.9534
11896,3.4691,1.9528
11900,3.4691,1.9534
11904,3.4691,1.9528
11908,3.469,1.9528
11912,3.4691,1.9528
11916,3.4691,1.9534
11920,3.4691,1.9528
11924,3.4692,1.9534
11928,3.4693,1.9534
11932,3.4692,1.9528
11936,3.4692,1.9528
11940,3.4692,1.9528
11944,3.4691,1.9534
11948,3.4691,1.9528
11952,3.469,1.9534
11956,3.469,1.9528
11960,3.4691,1.9534
11964,3.4691,1.9528
11968,3.469,1.9534
11972,3.469,1.9534
11976,3.4691,1.9534
11980,3.4691,1.9528
11984,3.4691,1.9528
11988,3.469,1.9528
11992,3.469,1.9528
11996,3.469,1.9528
12000,3.4691,1.9528
12004,3.4689,1.9534
12008,3.4689,1.9528
12012,3.4689,1.9534
12016,3.4688,1.9528
12020,3.4688,1.9534
12024,3.4687,1.9528
12028,3.4688,1.9534
12032,3.4689,1.9528
12036,3.4687,1.9528
12040,3.4687,1.9528
12044,3.4688,1.9528
12048,3.4688,1.9528
12052,3.4688,1.9528
12056,3.4688,1.9531
12060,3.4687,1.9528
12064,3.4687,1.9534
12068,3.4687,1.9528
12072,3.4689,1.9528
12076,3.4687,1.9528
12080,3.4687,1.9528
12084,3.4688,1.9534
12088,3.4688,1.9528
12092,3.4686,1.9534
12096,3.4686,1.9534
12100,3.4687,1.9534
12104,3.4688,1.9534
12108,3.4688,1.9528
12112,3.4687,1.9534
12116,3.4687,1.9534
12120,3.4686,1.9534
12124,3.4685,1.954
12128,3.4683,1.9534
12132,3.4685,1.9534
12136,3.4686,1.9534
12140,3.4686,1.9534
12144,3.4686,1.9534
12148,3.4684,1.9528
12152,3.4685,1.9534
12156,3.4686,1.9534
12160,3.4687,1.9534
12164,3.4685,1.9534
12168,3.4686,1.9534
12172,3.4686,1.9534
12176,3.4686,1.9534
12180,3.4686,1.9534
12184,3.4686,1.9534
12188,3.4686,1.9534
12192,3.4685,1.954
12196,3.4686,1.954
12200,3.4686,1.9534
12204,3.4688,1.954
12208,3.4687,1.9534
12212,3.4686,1.954
12216,3.4686,1.954
12220,3.4687,1.954
12224,3.4688,1.954
12228,3.4687,1.954
12232,3.4688,1.954
12236,3.4688,1.954
12240,3.4689,1.954
12244,3.4688,1.9547
12248,3.4688,1.954
12252,3.4687,1.954
12256,3.4687,1.9547
12260,3.4688,1.954
12264,3.4688,1.9547
12268,3.4687,1.9547
12272,3.4687,1.9547
12276,3.4688,1.9547
12280,3.4689,1.9547
12284,3.469,1.9547
12288,3.4691,1.954
12292,3.469,1.9547
12296,3.4689,1.9547
12300,3.469,1.9547
12304,3.4688,1.954
12308,3.4689,1.9547
12312,3.469,1.9553
12316,3.469,1.9547
12320,3.469,1.9547
12324,3.4689,1.9547
12328,3.4688,1.9547
12332,3.4689,1.954
12336,3.4689,1.9547
12340,3.469,1.9547
12344,3.4689,1.9553
12348,3.4691,1.954
12352,3.4689,1.9547
12356,3.4689,1.9547
12360,3.4688,1.9547
12364,3.4688,1.9547
12368,3.4688,1.9547
12372,3.4689,1.9553
12376,3.4688,1.9553
12380,3.4688,1.9547
12384,3.4688,1.9547
12388,3.4688,1.9547
12392,3.4688,1.9547
12396,3.4689,1.9547
12400,3.4689,1.9553
12404,3.4689,1.9547
12408,3.469,1.9553
12412,3.469,1.9547
12416,3.4689,1.9553
12420,3.4688,1.9547
12424,3.4687,1.954
12428,3.4688,1.954
12432,3.4689,1.9547
12436,3.4687,1.954
12440,3.4686,1.9547
12444,3.4686,1.9547
12448,3.4687,1.9547
12452,3.4687,1.9547
12456,3.4687,1.9547
12460,3.4686,1.9553
12464,3.4686,1.9547
12468,3.4687,1.9547
12472,3.4688,1.9547
12476,3.4688,1.9547
12480,3.4688,1.9547
12484,3.4687,1.954
12488,3.4688,1.9553
12492,3.4688,1.9547
12496,3.4687,1.954
12500,3.4687,1.9547
12504,3.4687,1.9547
12508,3.4686,1.9553
12512,3.4687,1.9553
12516,3.4688,1.955
12520,3.4687,1.9553
12524,3.4687,1.9547
12528,3.4688,1.9547
12532,3.4687,1.9553
12536,3.4687,1.9547
12540,3.4687,1.9553
12544,3.4687,1.9553
12548,3.4687,1.9553
12552,3.4686,1.9553
12556,3.4685,1.9553
12560,3.4684,1.9553
12564,3.4684,1.9553
12568,3.4685,1.9553
12572,3.4686,1.9553
12576,3.4687,1.9553
12580,3.4686,1.9553
12584,3.4686,1.9553
12588,3.4687,1.9553
12592,3.4686,1.9553
12596,3.4687,1.9553
12600,3.4687,1.9559
12604,3.4686,1.9559
12608,3.4686,1.9559
12612,3.4685,1.9553
12616,3.4685,1.9553
12620,3.4686,1.9559
12624,3.4687,1.9553
12628,3.4686,1.9559
12632,3.4687,1.9559
12636,3.4687,1.9559
12640,3.4687,1.9559
12644,3.4685,1.9553
12648,3.4687,1.9553
12652,3.4687,1.9559
12656,3.4687,1.9559
12660,3.4689,1.9559
12664,3.469,1.9559
12668,3.4689,1.9559
12672,3.4689,1.9559
12676,3.4689,1.9559
12680,3.4688,1.9566
12684,3.4687,1.9559
12688,3.4688,1.9566
12692,3.4688,1.9566
12696,3.4689,1.9559
12700,3.4689,1.9566
12704,3.4691,1.9566
12708,3.469,1.9566
12712,3.4691,1.9569
12716,3.4691,1.9566
12720,3.469,1.9566
12724,3.469,1.9566
12728,3.469,1.9566
12732,3.4689,1.9572
12736,3.4689,1.9566
12740,3.4691,1.9566
12744,3.4692,1.9566
12748,3.4692,1.9566
12752,3.469,1.9566
12756,3.469,1.9566
12760,3.4691,1.9566
12764,3.469,1.9566
12768,3.469,1.9566
12772,3.469,1.9566
12776,3.4688,1.9566
12780,3.4688,1.9566
12784,3.4688,1.9566
12788,3.4687,1.9572
12792,3.4687,1.9566
12796,3.4687,1.9566
12800,3.4689,1.9566
12804,3.4688,1.9566
12808,3.4688,1.9566
12812,3.4687,1.9572
12816,3.4688,1.9566
12820,3.4688,1.9566
12824,3.4689,1.9566
12828,3.469,1.9559
12832,3.469,1.9566
12836,3.4688,1.9566
12840,3.4688,1.9572
12844,3.4688,1.9566
12848,3.4687,1.9566
12852,3.4689,1.9569
12856,3.4688,1.9566
12860,3.4687,1.9566
12864,3.4688,1.9566
12868,3.4688,1.9566
12872,3.4688,1.9566
12876,3.4689,1.9566
12880,3.4688,1.9569
12884,3.4687,1.9566
12888,3.4687,1.9572
12892,3.4687,1.9566
12896,3.4687,1.9566
12900,3.4688,1.9572
12904,3.4688,1.9572
12908,3.4686,1.9572
12912,3.4686,1.9566
12916,3.4687,1.9566
12920,3.4686,1.9572
12924,3.4684,1.9572
12928,3.4685,1.9572
12932,3.4686,1.9569
12936,3.4685,1.9572
12940,3.4686,1.9572
12944,3.4686,1.9572
12948,3.4686,1.9572
12952,3.4686,1.9572
12956,3.4686,1.9572
12960,3.4685,1.9578
12964,3.4685,1.9572
12968,3.4685,1.9572
12972,3.4686,1.9572
12976,3.4686,1.9572
12980,3.4686,1.9572
12984,3.4686,1.9578
12988,3.4686,1.9578
12992,3.4686,1.9575
12996,3.4687,1.9578
13000,3.4687,1.9578
13004,3.4686,1.9585
13008,3.4687,1.9578
13012,3.4688,1.9572
13016,3.4687,1.9585
13020,3.4686,1.9578
13024,3.4688,1.9578
13028,3.4688,1.9578
13032,3.4688,1.9578
13036,3.469,1.9585
13040,3.469,1.9578
13044,3.469,1.9585
13048,3.4689,1.9578
13052,3.4689,1.9585
13056,3.4688,1.9578
13060,3.4689,1.9585
13064,3.4689,1.9585
13068,3.4688,1.9585
13072,3.469,1.9585
13076,3.469,1.9591
13080,3.469,1.9581
13084,3.469,1.9578
13088,3.4691,1.9591
13092,3.4691,1.9585
13096,3.4692,1.9585
13100,3.469,1.9591
13104,3.469,1.9585
13108,3.4689,1.9585
13112,3.469,1.9585
13116,3.4691,1.9591
13120,3.469,1.9585
13124,3.469,1.9585
13128,3.469,1.9585
13132,3.469,1.9585
13136,3.469,1.9585
13140,3.469,1.9591
13144,3.469,1.9585
13148,3.4689,1.9585
13152,3.4689,1.9585
13156,3.4689,1.9585
13160,3.469,1.9585
13164,3.469,1.9585
13168,3.4689,1.9585
13172,3.4688,1.9585
13176,3.4689,1.9585
13180,3.4688,1.9585
13184,3.4688,1.9585
13188,3.4689,1.9585
13192,3.4689,1.9591
13196,3.469,1.9585
13200,3.469,1.9585
13204,3.469,1.9585
13208,3.4689,1.9585
13212,3.4688,1.9585
13216,3.4689,1.9585
13220,3.4688,1.9591
13224,3.4687,1.9585
13228,3.4688,1.9585
