GW-Nummer;Messstelle;Datum;W [m ¸. NN]
0132/257-4;GWM T B40, Rheinsheim;20.05.2019 12:00;95.44
0132/257-4;GWM T B40, Rheinsheim;27.05.2019 12:00;95.53
0132/257-4;GWM T B40, Rheinsheim;03.06.2019 12:00;95.51
0132/257-4;GWM T B40, Rheinsheim;10.06.2019 12:00;95.52
0132/257-4;GWM T B40, Rheinsheim;17.06.2019 12:00;95.57
0132/257-4;GWM T B40, Rheinsheim;24.06.2019 12:00;95.62
0132/257-4;GWM T B40, Rheinsheim;01.07.2019 12:00;95.54
0132/257-4;GWM T B40, Rheinsheim;08.07.2019 12:00;95.5
0132/257-4;GWM T B40, Rheinsheim;15.07.2019 12:00;95.57
0132/257-4;GWM T B40, Rheinsheim;22.07.2019 12:00;95.48
0132/257-4;GWM T B40, Rheinsheim;29.07.2019 12:00;95.5
0132/257-4;GWM T B40, Rheinsheim;05.08.2019 12:00;95.44
0132/257-4;GWM T B40, Rheinsheim;12.08.2019 12:00;95.45
0132/257-4;GWM T B40, Rheinsheim;19.08.2019 12:00;95.42
0132/257-4;GWM T B40, Rheinsheim;26.08.2019 12:00;95.38
0132/257-4;GWM T B40, Rheinsheim;02.09.2019 12:00;95.33
0132/257-4;GWM T B40, Rheinsheim;09.09.2019 12:00;95.43
0132/257-4;GWM T B40, Rheinsheim;16.09.2019 12:00;95.37
0132/257-4;GWM T B40, Rheinsheim;23.09.2019 12:00;95.34
0132/257-4;GWM T B40, Rheinsheim;30.09.2019 12:00;95.35
0132/257-4;GWM T B40, Rheinsheim;07.10.2019 12:00;95.39
0132/257-4;GWM T B40, Rheinsheim;21.10.2019 12:00;95.49
0132/257-4;GWM T B40, Rheinsheim;28.10.2019 12:00;95.5
0132/257-4;GWM T B40, Rheinsheim;04.11.2019 12:00;95.52
0132/257-4;GWM T B40, Rheinsheim;11.11.2019 12:00;95.58
0132/257-4;GWM T B40, Rheinsheim;18.11.2019 12:00;95.57
0132/257-4;GWM T B40, Rheinsheim;25.11.2019 12:00;95.55
0132/257-4;GWM T B40, Rheinsheim;02.12.2019 12:00;95.55
0132/257-4;GWM T B40, Rheinsheim;09.12.2019 12:00;95.56
0132/257-4;GWM T B40, Rheinsheim;16.12.2019 12:00;95.63
0132/257-4;GWM T B40, Rheinsheim;23.12.2019 12:00;95.65
0132/257-4;GWM T B40, Rheinsheim;30.12.2019 12:00;95.7
0135/257-8;GWM T B42, Philippsburg;07.01.2019 13:00;98.68
0135/257-8;GWM T B42, Philippsburg;14.01.2019 13:00;98.7
0135/257-8;GWM T B42, Philippsburg;21.01.2019 13:00;98.72
0135/257-8;GWM T B42, Philippsburg;28.01.2019 13:00;98.74
0135/257-8;GWM T B42, Philippsburg;04.02.2019 13:00;98.74
0135/257-8;GWM T B42, Philippsburg;11.02.2019 13:00;98.75
0135/257-8;GWM T B42, Philippsburg;18.02.2019 13:00;98.76
0135/257-8;GWM T B42, Philippsburg;25.02.2019 13:00;98.76
0135/257-8;GWM T B42, Philippsburg;04.03.2019 13:00;98.76
0135/257-8;GWM T B42, Philippsburg;11.03.2019 13:00;98.75
0135/257-8;GWM T B42, Philippsburg;18.03.2019 13:00;98.77
0135/257-8;GWM T B42, Philippsburg;25.03.2019 13:00;98.78
0135/257-8;GWM T B42, Philippsburg;01.04.2019 13:00;98.79
0135/257-8;GWM T B42, Philippsburg;08.04.2019 13:00;98.79
0135/257-8;GWM T B42, Philippsburg;15.04.2019 13:00;98.79
0135/257-8;GWM T B42, Philippsburg;22.04.2019 13:00;98.78
0135/257-8;GWM T B42, Philippsburg;29.04.2019 13:00;98.77
0135/257-8;GWM T B42, Philippsburg;06.05.2019 13:00;98.76
0135/257-8;GWM T B42, Philippsburg;13.05.2019 13:00;98.76
0135/257-8;GWM T B42, Philippsburg;20.05.2019 13:00;98.76
0135/257-8;GWM T B42, Philippsburg;27.05.2019 13:00;98.79
0135/257-8;GWM T B42, Philippsburg;03.06.2019 13:00;98.78
0135/257-8;GWM T B42, Philippsburg;10.06.2019 13:00;98.75
0135/257-8;GWM T B42, Philippsburg;17.06.2019 13:00;98.75
0135/257-8;GWM T B42, Philippsburg;24.06.2019 13:00;98.73
0135/257-8;GWM T B42, Philippsburg;01.07.2019 13:00;98.71
0135/257-8;GWM T B42, Philippsburg;08.07.2019 13:00;98.68
0135/257-8;GWM T B42, Philippsburg;15.07.2019 13:00;98.66
0135/257-8;GWM T B42, Philippsburg;22.07.2019 13:00;98.64
0135/257-8;GWM T B42, Philippsburg;29.07.2019 13:00;98.62
0135/257-8;GWM T B42, Philippsburg;05.08.2019 13:00;98.61
0135/257-8;GWM T B42, Philippsburg;12.08.2019 13:00;98.6
0135/257-8;GWM T B42, Philippsburg;19.08.2019 13:00;98.59
0135/257-8;GWM T B42, Philippsburg;26.08.2019 13:00;98.58
0135/257-8;GWM T B42, Philippsburg;02.09.2019 13:00;98.56
0135/257-8;GWM T B42, Philippsburg;09.09.2019 13:00;98.55
0135/257-8;GWM T B42, Philippsburg;16.09.2019 13:00;98.54
0135/257-8;GWM T B42, Philippsburg;23.09.2019 13:00;98.53
0135/257-8;GWM T B42, Philippsburg;30.09.2019 13:00;98.53
0135/257-8;GWM T B42, Philippsburg;07.10.2019 13:00;98.53
0135/257-8;GWM T B42, Philippsburg;14.10.2019 13:00;98.56
0135/257-8;GWM T B42, Philippsburg;21.10.2019 13:00;98.57
0135/257-8;GWM T B42, Philippsburg;28.10.2019 13:00;98.59
0135/257-8;GWM T B42, Philippsburg;04.11.2019 13:00;98.6
0135/257-8;GWM T B42, Philippsburg;11.11.2019 13:00;98.62
0135/257-8;GWM T B42, Philippsburg;18.11.2019 13:00;98.64
0135/257-8;GWM T B42, Philippsburg;25.11.2019 13:00;98.65
0135/257-8;GWM T B42, Philippsburg;02.12.2019 13:00;98.66
0135/257-8;GWM T B42, Philippsburg;09.12.2019 13:00;98.67
0135/257-8;GWM T B42, Philippsburg;16.12.2019 13:00;98.67
0135/257-8;GWM T B42, Philippsburg;23.12.2019 13:00;98.69
0135/257-8;GWM T B42, Philippsburg;30.12.2019 13:00;98.71
0157/308-0;GWM T B45 a-b, Forst;07.01.2019 12:00;106.13
0157/308-0;GWM T B45 a-b, Forst;14.01.2019 12:00;106.24
0157/308-0;GWM T B45 a-b, Forst;21.01.2019 12:00;106.31
0157/308-0;GWM T B45 a-b, Forst;28.01.2019 12:00;106.27
0157/308-0;GWM T B45 a-b, Forst;04.02.2019 12:00;106.24
0157/308-0;GWM T B45 a-b, Forst;11.02.2019 12:00;106.24
0157/308-0;GWM T B45 a-b, Forst;18.02.2019 12:00;106.2
0157/308-0;GWM T B45 a-b, Forst;25.02.2019 12:00;106.19
0157/308-0;GWM T B45 a-b, Forst;04.03.2019 12:00;106.22
0157/308-0;GWM T B45 a-b, Forst;11.03.2019 12:00;106.3
0157/308-0;GWM T B45 a-b, Forst;18.03.2019 12:00;106.44
0157/308-0;GWM T B45 a-b, Forst;25.03.2019 12:00;106.4
0157/308-0;GWM T B45 a-b, Forst;01.04.2019 12:00;106.31
0157/308-0;GWM T B45 a-b, Forst;08.04.2019 12:00;106.27
0157/308-0;GWM T B45 a-b, Forst;15.04.2019 12:00;106.22
0157/308-0;GWM T B45 a-b, Forst;22.04.2019 12:00;106.18
0157/308-0;GWM T B45 a-b, Forst;29.04.2019 12:00;106.16
0157/308-0;GWM T B45 a-b, Forst;06.05.2019 12:00;106.14
0157/308-0;GWM T B45 a-b, Forst;13.05.2019 12:00;106.15
0157/308-0;GWM T B45 a-b, Forst;20.05.2019 12:00;106.11
0157/308-0;GWM T B45 a-b, Forst;27.05.2019 12:00;106.25
0157/308-0;GWM T B45 a-b, Forst;03.06.2019 12:00;106.18
0157/308-0;GWM T B45 a-b, Forst;10.06.2019 12:00;106.13
0157/308-0;GWM T B45 a-b, Forst;17.06.2019 12:00;106.22
0157/308-0;GWM T B45 a-b, Forst;24.06.2019 12:00;106.15
0157/308-0;GWM T B45 a-b, Forst;01.07.2019 12:00;106.06
0157/308-0;GWM T B45 a-b, Forst;08.07.2019 12:00;106
0157/308-0;GWM T B45 a-b, Forst;15.07.2019 12:00;106.06
0157/308-0;GWM T B45 a-b, Forst;22.07.2019 12:00;105.99
0157/308-0;GWM T B45 a-b, Forst;29.07.2019 12:00;106.17
0157/308-0;GWM T B45 a-b, Forst;05.08.2019 12:00;106.1
0157/308-0;GWM T B45 a-b, Forst;12.08.2019 12:00;106.13
0157/308-0;GWM T B45 a-b, Forst;19.08.2019 12:00;106.06
0157/308-0;GWM T B45 a-b, Forst;26.08.2019 12:00;105.99
0157/308-0;GWM T B45 a-b, Forst;02.09.2019 12:00;105.93
0157/308-0;GWM T B45 a-b, Forst;09.09.2019 12:00;105.94
0157/308-0;GWM T B45 a-b, Forst;16.09.2019 12:00;105.91
0157/308-0;GWM T B45 a-b, Forst;23.09.2019 12:00;105.89
0157/308-0;GWM T B45 a-b, Forst;30.09.2019 12:00;105.94
0157/308-0;GWM T B45 a-b, Forst;07.10.2019 12:00;106.05
0157/308-0;GWM T B45 a-b, Forst;14.10.2019 12:00;106.12
0157/308-0;GWM T B45 a-b, Forst;21.10.2019 12:00;106.18
0157/308-0;GWM T B45 a-b, Forst;28.10.2019 12:00;106.17
0157/308-0;GWM T B45 a-b, Forst;04.11.2019 12:00;106.19
0157/308-0;GWM T B45 a-b, Forst;11.11.2019 12:00;106.27
0157/308-0;GWM T B45 a-b, Forst;18.11.2019 12:00;106.26
0157/308-0;GWM T B45 a-b, Forst;25.11.2019 12:00;106.24
0157/308-0;GWM T B45 a-b, Forst;02.12.2019 12:00;106.23
0157/308-0;GWM T B45 a-b, Forst;09.12.2019 12:00;106.25
0157/308-0;GWM T B45 a-b, Forst;16.12.2019 12:00;106.38
0157/308-0;GWM T B45 a-b, Forst;23.12.2019 12:00;106.41
0157/308-0;GWM T B45 a-b, Forst;30.12.2019 12:00;106.48
0130/257-5;GWM T Tierpark B33, Rheinhausen;07.01.2019 12:00;93.9
0130/257-5;GWM T Tierpark B33, Rheinhausen;14.01.2019 12:00;93.95
0130/257-5;GWM T Tierpark B33, Rheinhausen;21.01.2019 12:00;94.06
0130/257-5;GWM T Tierpark B33, Rheinhausen;28.01.2019 12:00;94.08
0130/257-5;GWM T Tierpark B33, Rheinhausen;04.02.2019 12:00;94.01
0130/257-5;GWM T Tierpark B33, Rheinhausen;11.02.2019 12:00;93.99
0130/257-5;GWM T Tierpark B33, Rheinhausen;18.02.2019 12:00;94.03
0130/257-5;GWM T Tierpark B33, Rheinhausen;25.02.2019 12:00;93.99
0130/257-5;GWM T Tierpark B33, Rheinhausen;04.03.2019 12:00;94.01
0130/257-5;GWM T Tierpark B33, Rheinhausen;11.03.2019 12:00;94.04
0130/257-5;GWM T Tierpark B33, Rheinhausen;18.03.2019 12:00;94.19
0130/257-5;GWM T Tierpark B33, Rheinhausen;25.03.2019 12:00;94.38
0130/257-5;GWM T Tierpark B33, Rheinhausen;01.04.2019 12:00;94.34
0130/257-5;GWM T Tierpark B33, Rheinhausen;08.04.2019 12:00;94.26
0130/257-5;GWM T Tierpark B33, Rheinhausen;15.04.2019 12:00;94.21
0130/257-5;GWM T Tierpark B33, Rheinhausen;22.04.2019 12:00;94.15
0130/257-5;GWM T Tierpark B33, Rheinhausen;29.04.2019 12:00;94.09
0130/257-5;GWM T Tierpark B33, Rheinhausen;06.05.2019 12:00;94.08
0130/257-5;GWM T Tierpark B33, Rheinhausen;13.05.2019 12:00;94.12
0130/257-5;GWM T Tierpark B33, Rheinhausen;20.05.2019 12:00;94.16
0130/257-5;GWM T Tierpark B33, Rheinhausen;27.05.2019 12:00;94.42
0130/257-5;GWM T Tierpark B33, Rheinhausen;24.06.2019 12:00;94.81
0130/257-5;GWM T Tierpark B33, Rheinhausen;15.07.2019 12:00;94.54
0130/257-5;GWM T Tierpark B33, Rheinhausen;12.08.2019 12:00;94.18
0130/257-5;GWM T Tierpark B33, Rheinhausen;19.08.2019 12:00;94.15
0130/257-5;GWM T Tierpark B33, Rheinhausen;26.08.2019 12:00;94.21
0130/257-5;GWM T Tierpark B33, Rheinhausen;21.10.2019 12:00;94.09
0130/257-5;GWM T Tierpark B33, Rheinhausen;28.10.2019 12:00;94.15
0130/257-5;GWM T Tierpark B33, Rheinhausen;04.11.2019 12:00;94.18
0130/257-5;GWM T Tierpark B33, Rheinhausen;11.11.2019 12:00;94.26
0130/257-5;GWM T Tierpark B33, Rheinhausen;18.11.2019 12:00;94.25
0130/257-5;GWM T Tierpark B33, Rheinhausen;25.11.2019 12:00;94.19
0130/257-5;GWM T Tierpark B33, Rheinhausen;02.12.2019 12:00;94.14
0130/257-5;GWM T Tierpark B33, Rheinhausen;09.12.2019 12:00;94.18
0130/257-5;GWM T Tierpark B33, Rheinhausen;16.12.2019 12:00;94.22
0130/257-5;GWM T Tierpark B33, Rheinhausen;23.12.2019 12:00;94.28
0130/257-5;GWM T Tierpark B33, Rheinhausen;30.12.2019 12:00;94.4
0159/307-7;GWM T, Wagh‰usel;07.01.2019 12:00;100.15
0159/307-7;GWM T, Wagh‰usel;14.01.2019 12:00;100.17
0159/307-7;GWM T, Wagh‰usel;21.01.2019 12:00;100.19
0159/307-7;GWM T, Wagh‰usel;28.01.2019 12:00;100.21
0159/307-7;GWM T, Wagh‰usel;04.02.2019 12:00;100.2
0159/307-7;GWM T, Wagh‰usel;11.02.2019 12:00;100.19
0159/307-7;GWM T, Wagh‰usel;18.02.2019 12:00;100.2
0159/307-7;GWM T, Wagh‰usel;25.02.2019 12:00;100.19
0159/307-7;GWM T, Wagh‰usel;04.03.2019 12:00;100.2
0159/307-7;GWM T, Wagh‰usel;11.03.2019 12:00;100.19
0159/307-7;GWM T, Wagh‰usel;18.03.2019 12:00;100.22
0159/307-7;GWM T, Wagh‰usel;25.03.2019 12:00;100.23
0159/307-7;GWM T, Wagh‰usel;01.04.2019 12:00;100.23
0159/307-7;GWM T, Wagh‰usel;08.04.2019 12:00;100.22
0159/307-7;GWM T, Wagh‰usel;15.04.2019 12:00;100.22
0159/307-7;GWM T, Wagh‰usel;22.04.2019 12:00;100.21
0159/307-7;GWM T, Wagh‰usel;29.04.2019 12:00;100.19
0159/307-7;GWM T, Wagh‰usel;06.05.2019 12:00;100.18
0159/307-7;GWM T, Wagh‰usel;13.05.2019 12:00;100.19
0159/307-7;GWM T, Wagh‰usel;20.05.2019 12:00;100.18
0159/307-7;GWM T, Wagh‰usel;27.05.2019 12:00;100.23
0159/307-7;GWM T, Wagh‰usel;03.06.2019 12:00;100.21
0159/307-7;GWM T, Wagh‰usel;10.06.2019 12:00;100.2
0159/307-7;GWM T, Wagh‰usel;17.06.2019 12:00;100.22
0159/307-7;GWM T, Wagh‰usel;24.06.2019 12:00;100.22
0159/307-7;GWM T, Wagh‰usel;01.07.2019 12:00;100.18
0159/307-7;GWM T, Wagh‰usel;08.07.2019 12:00;100.15
0159/307-7;GWM T, Wagh‰usel;15.07.2019 12:00;100.15
0159/307-7;GWM T, Wagh‰usel;22.07.2019 12:00;100.12
0159/307-7;GWM T, Wagh‰usel;29.07.2019 12:00;100.11
0159/307-7;GWM T, Wagh‰usel;05.08.2019 12:00;100.1
0159/307-7;GWM T, Wagh‰usel;12.08.2019 12:00;100.11
0159/307-7;GWM T, Wagh‰usel;19.08.2019 12:00;100.09
0159/307-7;GWM T, Wagh‰usel;26.08.2019 12:00;100.08
0159/307-7;GWM T, Wagh‰usel;02.09.2019 12:00;100.05
0159/307-7;GWM T, Wagh‰usel;09.09.2019 12:00;100.07
0159/307-7;GWM T, Wagh‰usel;16.09.2019 12:00;100.06
0159/307-7;GWM T, Wagh‰usel;23.09.2019 12:00;100.05
0159/307-7;GWM T, Wagh‰usel;30.09.2019 12:00;100.05
0159/307-7;GWM T, Wagh‰usel;07.10.2019 12:00;100.06
0159/307-7;GWM T, Wagh‰usel;14.10.2019 12:00;100.08
0159/307-7;GWM T, Wagh‰usel;21.10.2019 12:00;100.08
0159/307-7;GWM T, Wagh‰usel;28.10.2019 12:00;100.08
0159/307-7;GWM T, Wagh‰usel;04.11.2019 12:00;100.09
0159/307-7;GWM T, Wagh‰usel;11.11.2019 12:00;100.1
0159/307-7;GWM T, Wagh‰usel;18.11.2019 12:00;100.09
0159/307-7;GWM T, Wagh‰usel;25.11.2019 12:00;100.08
0159/307-7;GWM T, Wagh‰usel;02.12.2019 12:00;100.07
0159/307-7;GWM T, Wagh‰usel;09.12.2019 12:00;100.08
0159/307-7;GWM T, Wagh‰usel;16.12.2019 12:00;100.09
0159/307-7;GWM T, Wagh‰usel;23.12.2019 12:00;100.09
0159/307-7;GWM T, Wagh‰usel;30.12.2019 12:00;100.11
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;07.01.2019 12:00;93.98
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;14.01.2019 12:00;94.03
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;21.01.2019 12:00;94.14
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;28.01.2019 12:00;94.16
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;04.02.2019 12:00;94.1
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;11.02.2019 12:00;94.07
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;18.02.2019 12:00;94.12
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;25.02.2019 12:00;94.07
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;04.03.2019 12:00;94.09
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;11.03.2019 12:00;94.12
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;18.03.2019 12:00;94.26
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;25.03.2019 12:00;94.46
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;01.04.2019 12:00;94.42
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;08.04.2019 12:00;94.34
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;15.04.2019 12:00;94.3
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;22.04.2019 12:00;94.24
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;29.04.2019 12:00;94.17
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;06.05.2019 12:00;94.17
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;13.05.2019 12:00;94.2
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;20.05.2019 12:00;94.24
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;27.05.2019 12:00;94.49
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;03.06.2019 12:00;94.62
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;10.06.2019 12:00;94.63
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;17.06.2019 12:00;94.75
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;24.06.2019 12:00;94.88
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;01.07.2019 12:00;94.79
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;08.07.2019 12:00;94.69
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;15.07.2019 12:00;94.62
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;22.07.2019 12:00;94.48
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;29.07.2019 12:00;94.37
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;05.08.2019 12:00;94.3
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;12.08.2019 12:00;94.26
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;19.08.2019 12:00;94.23
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;26.08.2019 12:00;94.29
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;02.09.2019 12:00;94.25
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;09.09.2019 12:00;94.22
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;16.09.2019 12:00;94.17
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;23.09.2019 12:00;94.1
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;30.09.2019 12:00;94.04
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;07.10.2019 12:00;94
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;14.10.2019 12:00;94.1
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;21.10.2019 12:00;94.18
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;28.10.2019 12:00;94.24
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;04.11.2019 12:00;94.27
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;12.11.2019 12:00;94.36
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;18.11.2019 12:00;94.34
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;24.11.2019 12:00;94.29
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;02.12.2019 12:00;94.23
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;09.12.2019 12:00;94.27
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;16.12.2019 12:00;94.31
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;23.12.2019 12:00;94.37
0125/257-2;GWM 1 Flach Tierpark, Rheinhausen;30.12.2019 12:00;94.48
0188/258-0;GWM 13/75 Mittel, Liedolsheim;07.01.2019 12:00;99.35
0188/258-0;GWM 13/75 Mittel, Liedolsheim;14.01.2019 12:00;99.36
0188/258-0;GWM 13/75 Mittel, Liedolsheim;21.01.2019 12:00;99.48
0188/258-0;GWM 13/75 Mittel, Liedolsheim;28.01.2019 12:00;99.42
0188/258-0;GWM 13/75 Mittel, Liedolsheim;04.02.2019 12:00;99.43
0188/258-0;GWM 13/75 Mittel, Liedolsheim;11.02.2019 12:00;99.41
0188/258-0;GWM 13/75 Mittel, Liedolsheim;18.02.2019 12:00;99.39
0188/258-0;GWM 13/75 Mittel, Liedolsheim;25.02.2019 12:00;99.37
0188/258-0;GWM 13/75 Mittel, Liedolsheim;04.03.2019 12:00;99.46
0188/258-0;GWM 13/75 Mittel, Liedolsheim;11.03.2019 12:00;99.46
0188/258-0;GWM 13/75 Mittel, Liedolsheim;18.03.2019 12:00;99.83
0188/258-0;GWM 13/75 Mittel, Liedolsheim;25.03.2019 12:00;99.61
0188/258-0;GWM 13/75 Mittel, Liedolsheim;01.04.2019 12:00;99.59
0188/258-0;GWM 13/75 Mittel, Liedolsheim;08.04.2019 12:00;99.56
0188/258-0;GWM 13/75 Mittel, Liedolsheim;15.04.2019 12:00;99.5
0188/258-0;GWM 13/75 Mittel, Liedolsheim;22.04.2019 12:00;99.4
0188/258-0;GWM 13/75 Mittel, Liedolsheim;29.04.2019 12:00;99.41
0188/258-0;GWM 13/75 Mittel, Liedolsheim;06.05.2019 12:00;99.44
0188/258-0;GWM 13/75 Mittel, Liedolsheim;13.05.2019 12:00;99.52
0188/258-0;GWM 13/75 Mittel, Liedolsheim;20.05.2019 12:00;99.49
0188/258-0;GWM 13/75 Mittel, Liedolsheim;27.05.2019 12:00;99.71
0188/258-0;GWM 13/75 Mittel, Liedolsheim;03.06.2019 12:00;99.67
0188/258-0;GWM 13/75 Mittel, Liedolsheim;10.06.2019 12:00;99.65
0188/258-0;GWM 13/75 Mittel, Liedolsheim;24.06.2019 12:00;99.79
0188/258-0;GWM 13/75 Mittel, Liedolsheim;01.07.2019 12:00;99.63
0188/258-0;GWM 13/75 Mittel, Liedolsheim;08.07.2019 12:00;99.52
0188/258-0;GWM 13/75 Mittel, Liedolsheim;15.07.2019 12:00;99.44
0188/258-0;GWM 13/75 Mittel, Liedolsheim;22.07.2019 12:00;99.4
0188/258-0;GWM 13/75 Mittel, Liedolsheim;29.07.2019 12:00;99.3
0188/258-0;GWM 13/75 Mittel, Liedolsheim;05.08.2019 12:00;99.3
0188/258-0;GWM 13/75 Mittel, Liedolsheim;12.08.2019 12:00;99.28
0188/258-0;GWM 13/75 Mittel, Liedolsheim;26.08.2019 12:00;99.36
0188/258-0;GWM 13/75 Mittel, Liedolsheim;02.09.2019 12:00;99.27
0188/258-0;GWM 13/75 Mittel, Liedolsheim;09.09.2019 12:00;99.19
0188/258-0;GWM 13/75 Mittel, Liedolsheim;16.09.2019 12:00;99.21
0188/258-0;GWM 13/75 Mittel, Liedolsheim;23.09.2019 12:00;99.16
0188/258-0;GWM 13/75 Mittel, Liedolsheim;30.09.2019 12:00;99.18
0188/258-0;GWM 13/75 Mittel, Liedolsheim;07.10.2019 12:00;99.19
0188/258-0;GWM 13/75 Mittel, Liedolsheim;14.10.2019 12:00;99.36
0188/258-0;GWM 13/75 Mittel, Liedolsheim;21.10.2019 12:00;99.36
0188/258-0;GWM 13/75 Mittel, Liedolsheim;28.10.2019 12:00;99.36
0188/258-0;GWM 13/75 Mittel, Liedolsheim;04.11.2019 12:00;99.39
0188/258-0;GWM 13/75 Mittel, Liedolsheim;11.11.2019 12:00;99.53
0188/258-0;GWM 13/75 Mittel, Liedolsheim;18.11.2019 12:00;99.47
0188/258-0;GWM 13/75 Mittel, Liedolsheim;25.11.2019 12:00;99.43
0188/258-0;GWM 13/75 Mittel, Liedolsheim;02.12.2019 12:00;99.46
0188/258-0;GWM 13/75 Mittel, Liedolsheim;09.12.2019 12:00;99.46
0188/258-0;GWM 13/75 Mittel, Liedolsheim;16.12.2019 12:00;99.51
0188/258-0;GWM 13/75 Mittel, Liedolsheim;23.12.2019 12:00;99.54
0188/258-0;GWM 13/75 Mittel, Liedolsheim;30.12.2019 12:00;99.67
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;07.01.2019 12:00;99.86
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;14.01.2019 12:00;99.91
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;21.01.2019 12:00;99.98
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;28.01.2019 12:00;99.98
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;04.02.2019 12:00;100
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;11.02.2019 12:00;99.98
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;18.02.2019 12:00;99.96
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;25.02.2019 12:00;99.93
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;04.03.2019 12:00;100.05
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;11.03.2019 12:00;100.05
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;18.03.2019 12:00;100.33
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;25.03.2019 12:00;100.07
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;01.04.2019 12:00;100.04
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;08.04.2019 12:00;100.13
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;15.04.2019 12:00;100.07
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;22.04.2019 12:00;100
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;29.04.2019 12:00;100
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;06.05.2019 12:00;100.02
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;13.05.2019 12:00;100.1
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;20.05.2019 12:00;100.05
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;27.05.2019 12:00;100.26
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;03.06.2019 12:00;100.15
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;10.06.2019 12:00;100.19
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;24.06.2019 12:00;100.29
