GW-Nummer;Messstelle;Datum;W [m ¸. NN]
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;01.07.2019 12:00;100.16
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;08.07.2019 12:00;100.1
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;15.07.2019 12:00;100.03
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;22.07.2019 12:00;99.97
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;29.07.2019 12:00;99.83
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;05.08.2019 12:00;99.92
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;12.08.2019 12:00;99.9
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;26.08.2019 12:00;99.92
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;02.09.2019 12:00;99.84
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;09.09.2019 12:00;99.78
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;16.09.2019 12:00;99.77
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;23.09.2019 12:00;99.74
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;30.09.2019 12:00;99.78
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;07.10.2019 12:00;99.79
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;14.10.2019 12:00;99.93
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;21.10.2019 12:00;99.88
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;28.10.2019 12:00;99.88
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;04.11.2019 12:00;99.89
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;11.11.2019 12:00;100.02
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;18.11.2019 12:00;99.97
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;25.11.2019 12:00;99.98
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;02.12.2019 12:00;100
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;09.12.2019 12:00;99.99
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;16.12.2019 12:00;100.05
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;23.12.2019 12:00;100.07
0189/258-5;GWM 13/75 Tief BWV, Liedolsheim;30.12.2019 12:00;100.14
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;07.01.2019 12:00;95.46
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;14.01.2019 12:00;95.66
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;21.01.2019 12:00;95.58
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;28.01.2019 12:00;95.55
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;04.02.2019 12:00;95.48
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;11.02.2019 12:00;95.51
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;18.02.2019 12:00;95.49
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;25.02.2019 12:00;95.46
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;04.03.2019 12:00;95.52
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;11.03.2019 12:00;95.58
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;18.03.2019 12:00;95.68
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;25.03.2019 12:00;95.58
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;01.04.2019 12:00;95.55
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;08.04.2019 12:00;95.56
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;15.04.2019 12:00;95.51
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;22.04.2019 12:00;95.5
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;29.04.2019 12:00;95.49
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;06.05.2019 12:00;95.46
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;13.05.2019 12:00;95.48
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;20.05.2019 12:00;95.47
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;27.05.2019 12:00;95.65
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;03.06.2019 12:00;95.61
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;10.06.2019 12:00;95.59
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;17.06.2019 12:00;95.72
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;24.06.2019 12:00;95.7
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;01.07.2019 12:00;95.56
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;08.07.2019 12:00;95.48
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;15.07.2019 12:00;95.39
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;22.07.2019 12:00;95.31
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;29.07.2019 12:00;95.3
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;05.08.2019 12:00;95.23
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;12.08.2019 12:00;95.24
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;19.08.2019 12:00;95.22
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;26.08.2019 12:00;95.27
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;02.09.2019 12:00;95.18
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;09.09.2019 12:00;95.16
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;16.09.2019 12:00;95.13
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;23.09.2019 12:00;95.11
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;30.09.2019 12:00;95.14
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;07.10.2019 12:00;95.19
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;14.10.2019 12:00;95.28
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;21.10.2019 12:00;95.34
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;28.10.2019 12:00;95.35
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;04.11.2019 12:00;95.47
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;11.11.2019 12:00;95.46
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;18.11.2019 12:00;95.43
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;25.11.2019 12:00;95.43
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;02.12.2019 12:00;95.5
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;09.12.2019 12:00;95.42
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;16.12.2019 12:00;95.5
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;23.12.2019 12:00;95.54
0126/257-7;GWM 2 Tierpark 8/79, Rheinhausen;30.12.2019 12:00;95.64
0215/210-0;GWM 315 NBA flach, Illingen;07.01.2019 12:00;106.76
0215/210-0;GWM 315 NBA flach, Illingen;14.01.2019 12:00;107.88
0215/210-0;GWM 315 NBA flach, Illingen;21.01.2019 12:00;107.02
0215/210-0;GWM 315 NBA flach, Illingen;28.01.2019 12:00;106.74
0215/210-0;GWM 315 NBA flach, Illingen;04.02.2019 12:00;106.83
0215/210-0;GWM 315 NBA flach, Illingen;11.02.2019 12:00;107.05
0215/210-0;GWM 315 NBA flach, Illingen;18.02.2019 12:00;106.87
0215/210-0;GWM 315 NBA flach, Illingen;25.02.2019 12:00;106.78
0215/210-0;GWM 315 NBA flach, Illingen;04.03.2019 12:00;107.03
0215/210-0;GWM 315 NBA flach, Illingen;11.03.2019 12:00;107.69
0215/210-0;GWM 315 NBA flach, Illingen;18.03.2019 12:00;108.57
0215/210-0;GWM 315 NBA flach, Illingen;25.03.2019 12:00;107.22
0215/210-0;GWM 315 NBA flach, Illingen;01.04.2019 12:00;106.78
0215/210-0;GWM 315 NBA flach, Illingen;08.04.2019 12:00;107.03
0215/210-0;GWM 315 NBA flach, Illingen;15.04.2019 12:00;106.89
0215/210-0;GWM 315 NBA flach, Illingen;22.04.2019 12:00;106.75
0215/210-0;GWM 315 NBA flach, Illingen;29.04.2019 12:00;107.27
0215/210-0;GWM 315 NBA flach, Illingen;06.05.2019 12:00;107.08
0215/210-0;GWM 315 NBA flach, Illingen;13.05.2019 12:00;107.74
0215/210-0;GWM 315 NBA flach, Illingen;20.05.2019 12:00;107.22
0215/210-0;GWM 315 NBA flach, Illingen;27.05.2019 12:00;108.15
0215/210-0;GWM 315 NBA flach, Illingen;03.06.2019 12:00;107.73
0215/210-0;GWM 315 NBA flach, Illingen;10.06.2019 12:00;108.02
0215/210-0;GWM 315 NBA flach, Illingen;17.06.2019 12:00;108.84
0215/210-0;GWM 315 NBA flach, Illingen;24.06.2019 12:00;108.5
0215/210-0;GWM 315 NBA flach, Illingen;01.07.2019 12:00;107.96
0215/210-0;GWM 315 NBA flach, Illingen;08.07.2019 12:00;107.76
0215/210-0;GWM 315 NBA flach, Illingen;15.07.2019 12:00;107.35
0215/210-0;GWM 315 NBA flach, Illingen;22.07.2019 12:00;107.02
0215/210-0;GWM 315 NBA flach, Illingen;29.07.2019 12:00;107.48
0215/210-0;GWM 315 NBA flach, Illingen;05.08.2019 12:00;106.95
0215/210-0;GWM 315 NBA flach, Illingen;12.08.2019 12:00;107.34
0215/210-0;GWM 315 NBA flach, Illingen;19.08.2019 12:00;107.15
0215/210-0;GWM 315 NBA flach, Illingen;26.08.2019 12:00;107.55
0215/210-0;GWM 315 NBA flach, Illingen;02.09.2019 12:00;107.1
0215/210-0;GWM 315 NBA flach, Illingen;09.09.2019 12:00;107.24
0215/210-0;GWM 315 NBA flach, Illingen;16.09.2019 12:00;106.84
0215/210-0;GWM 315 NBA flach, Illingen;23.09.2019 12:00;106.63
0215/210-0;GWM 315 NBA flach, Illingen;30.09.2019 12:00;106.65
0215/210-0;GWM 315 NBA flach, Illingen;07.10.2019 12:00;107.06
0215/210-0;GWM 315 NBA flach, Illingen;14.10.2019 12:00;107.3
0215/210-0;GWM 315 NBA flach, Illingen;21.10.2019 12:00;107.52
0215/210-0;GWM 315 NBA flach, Illingen;28.10.2019 12:00;107.03
0215/210-0;GWM 315 NBA flach, Illingen;04.11.2019 12:00;107.57
0215/210-0;GWM 315 NBA flach, Illingen;11.11.2019 12:00;107.41
0215/210-0;GWM 315 NBA flach, Illingen;18.11.2019 12:00;106.94
0215/210-0;GWM 315 NBA flach, Illingen;25.11.2019 12:00;106.8
0215/210-0;GWM 315 NBA flach, Illingen;02.12.2019 12:00;107.49
0215/210-0;GWM 315 NBA flach, Illingen;09.12.2019 12:00;106.87
0215/210-0;GWM 315 NBA flach, Illingen;16.12.2019 12:00;107.7
0215/210-0;GWM 315 NBA flach, Illingen;23.12.2019 12:00;107.78
0215/210-0;GWM 315 NBA flach, Illingen;30.12.2019 12:00;107.89
0100/256-0;GWM 3383 Altluﬂheim;07.01.2019 12:00;91.81
0100/256-0;GWM 3383 Altluﬂheim;14.01.2019 12:00;91.73
0100/256-0;GWM 3383 Altluﬂheim;21.01.2019 12:00;91.88
0100/256-0;GWM 3383 Altluﬂheim;28.01.2019 12:00;91.85
0100/256-0;GWM 3383 Altluﬂheim;04.02.2019 12:00;91.76
0100/256-0;GWM 3383 Altluﬂheim;11.02.2019 12:00;91.71
0100/256-0;GWM 3383 Altluﬂheim;18.02.2019 12:00;91.78
0100/256-0;GWM 3383 Altluﬂheim;25.02.2019 12:00;91.73
0100/256-0;GWM 3383 Altluﬂheim;04.03.2019 12:00;91.74
0100/256-0;GWM 3383 Altluﬂheim;11.03.2019 12:00;91.8
0100/256-0;GWM 3383 Altluﬂheim;18.03.2019 12:00;91.95
0100/256-0;GWM 3383 Altluﬂheim;25.03.2019 12:00;92.31
0100/256-0;GWM 3383 Altluﬂheim;01.04.2019 12:00;92.24
0100/256-0;GWM 3383 Altluﬂheim;08.04.2019 12:00;92.11
0100/256-0;GWM 3383 Altluﬂheim;15.04.2019 12:00;92.05
0100/256-0;GWM 3383 Altluﬂheim;22.04.2019 12:00;91.98
0100/256-0;GWM 3383 Altluﬂheim;29.04.2019 12:00;91.9
0100/256-0;GWM 3383 Altluﬂheim;06.05.2019 12:00;91.92
0100/256-0;GWM 3383 Altluﬂheim;13.05.2019 12:00;91.97
0100/256-0;GWM 3383 Altluﬂheim;20.05.2019 12:00;92.06
0100/256-0;GWM 3383 Altluﬂheim;27.05.2019 12:00;92.35
0100/256-0;GWM 3383 Altluﬂheim;03.06.2019 12:00;92.59
0100/256-0;GWM 3383 Altluﬂheim;10.06.2019 12:00;92.62
0100/256-0;GWM 3383 Altluﬂheim;17.06.2019 12:00;92.77
0100/256-0;GWM 3383 Altluﬂheim;24.06.2019 12:00;92.99
0100/256-0;GWM 3383 Altluﬂheim;01.07.2019 12:00;92.94
0100/256-0;GWM 3383 Altluﬂheim;08.07.2019 12:00;92.84
0100/256-0;GWM 3383 Altluﬂheim;15.07.2019 12:00;92.75
0100/256-0;GWM 3383 Altluﬂheim;22.07.2019 12:00;92.57
0100/256-0;GWM 3383 Altluﬂheim;29.07.2019 12:00;92.38
0100/256-0;GWM 3383 Altluﬂheim;05.08.2019 12:00;92.31
0100/256-0;GWM 3383 Altluﬂheim;12.08.2019 12:00;92.22
0100/256-0;GWM 3383 Altluﬂheim;19.08.2019 12:00;92.21
0100/256-0;GWM 3383 Altluﬂheim;26.08.2019 12:00;92.28
0100/256-0;GWM 3383 Altluﬂheim;02.09.2019 12:00;92.26
0100/256-0;GWM 3383 Altluﬂheim;09.09.2019 12:00;92.19
0100/256-0;GWM 3383 Altluﬂheim;16.09.2019 12:00;92.12
0100/256-0;GWM 3383 Altluﬂheim;23.09.2019 12:00;92.02
0100/256-0;GWM 3383 Altluﬂheim;30.09.2019 12:00;91.9
0100/256-0;GWM 3383 Altluﬂheim;07.10.2019 12:00;91.82
0100/256-0;GWM 3383 Altluﬂheim;14.10.2019 12:00;91.94
0100/256-0;GWM 3383 Altluﬂheim;21.10.2019 12:00;92.02
0100/256-0;GWM 3383 Altluﬂheim;28.10.2019 12:00;92.09
0100/256-0;GWM 3383 Altluﬂheim;04.11.2019 12:00;92.1
0100/256-0;GWM 3383 Altluﬂheim;11.11.2019 12:00;92.18
0100/256-0;GWM 3383 Altluﬂheim;18.11.2019 12:00;92.17
0100/256-0;GWM 3383 Altluﬂheim;25.11.2019 12:00;92.07
0100/256-0;GWM 3383 Altluﬂheim;02.12.2019 12:00;91.98
0100/256-0;GWM 3383 Altluﬂheim;09.12.2019 12:00;92.05
0100/256-0;GWM 3383 Altluﬂheim;16.12.2019 12:00;92.03
0100/256-0;GWM 3383 Altluﬂheim;23.12.2019 12:00;92.13
0100/256-0;GWM 3383 Altluﬂheim;30.12.2019 12:00;92.29
0110/210-0;GWM 3436 3, Au am Rhein;07.01.2019 12:00;105.88
0110/210-0;GWM 3436 3, Au am Rhein;14.01.2019 12:00;105.91
0110/210-0;GWM 3436 3, Au am Rhein;21.01.2019 12:00;105.98
0110/210-0;GWM 3436 3, Au am Rhein;28.01.2019 12:00;105.94
0110/210-0;GWM 3436 3, Au am Rhein;04.02.2019 12:00;105.89
0110/210-0;GWM 3436 3, Au am Rhein;11.02.2019 12:00;105.87
0110/210-0;GWM 3436 3, Au am Rhein;18.02.2019 12:00;105.9
0110/210-0;GWM 3436 3, Au am Rhein;25.02.2019 12:00;105.86
0110/210-0;GWM 3436 3, Au am Rhein;04.03.2019 12:00;105.87
0110/210-0;GWM 3436 3, Au am Rhein;11.03.2019 12:00;105.93
0110/210-0;GWM 3436 3, Au am Rhein;18.03.2019 12:00;106.12
0110/210-0;GWM 3436 3, Au am Rhein;25.03.2019 12:00;106.19
0110/210-0;GWM 3436 3, Au am Rhein;01.04.2019 12:00;106.1
0110/210-0;GWM 3436 3, Au am Rhein;08.04.2019 12:00;106.05
0110/210-0;GWM 3436 3, Au am Rhein;15.04.2019 12:00;106.02
0110/210-0;GWM 3436 3, Au am Rhein;22.04.2019 12:00;105.98
0110/210-0;GWM 3436 3, Au am Rhein;29.04.2019 12:00;105.94
0110/210-0;GWM 3436 3, Au am Rhein;06.05.2019 12:00;105.94
0110/210-0;GWM 3436 3, Au am Rhein;13.05.2019 12:00;105.98
0110/210-0;GWM 3436 3, Au am Rhein;20.05.2019 12:00;106
0110/210-0;GWM 3436 3, Au am Rhein;27.05.2019 12:00;106.2
0110/210-0;GWM 3436 3, Au am Rhein;03.06.2019 12:00;106.23
0110/210-0;GWM 3436 3, Au am Rhein;10.06.2019 12:00;106.19
0110/210-0;GWM 3436 3, Au am Rhein;17.06.2019 12:00;106.26
0110/210-0;GWM 3436 3, Au am Rhein;24.06.2019 12:00;106.28
0110/210-0;GWM 3436 3, Au am Rhein;01.07.2019 12:00;106.18
0110/210-0;GWM 3436 3, Au am Rhein;06.07.2019 12:00;106.12
0110/210-0;GWM 3436 3, Au am Rhein;15.07.2019 12:00;106.07
0110/210-0;GWM 3436 3, Au am Rhein;22.07.2019 12:00;106.01
0110/210-0;GWM 3436 3, Au am Rhein;29.07.2019 12:00;105.93
0110/210-0;GWM 3436 3, Au am Rhein;05.08.2019 12:00;105.89
0110/210-0;GWM 3436 3, Au am Rhein;12.08.2019 12:00;105.9
0110/210-0;GWM 3436 3, Au am Rhein;19.08.2019 12:00;105.9
0110/210-0;GWM 3436 3, Au am Rhein;26.08.2019 12:00;105.91
0110/210-0;GWM 3436 3, Au am Rhein;02.09.2019 12:00;105.88
0110/210-0;GWM 3436 3, Au am Rhein;09.09.2019 12:00;105.87
0110/210-0;GWM 3436 3, Au am Rhein;16.09.2019 12:00;105.85
0110/210-0;GWM 3436 3, Au am Rhein;23.09.2019 12:00;105.81
0110/210-0;GWM 3436 3, Au am Rhein;30.09.2019 12:00;105.79
0110/210-0;GWM 3436 3, Au am Rhein;07.10.2019 12:00;105.82
0110/210-0;GWM 3436 3, Au am Rhein;14.10.2019 12:00;105.92
0110/210-0;GWM 3436 3, Au am Rhein;21.10.2019 12:00;105.98
0110/210-0;GWM 3436 3, Au am Rhein;28.10.2019 12:00;106.05
0110/210-0;GWM 3436 3, Au am Rhein;04.11.2019 12:00;106
0110/210-0;GWM 3436 3, Au am Rhein;11.11.2019 12:00;106.06
0110/210-0;GWM 3436 3, Au am Rhein;18.11.2019 12:00;106.04
0110/210-0;GWM 3436 3, Au am Rhein;25.11.2019 12:00;105.98
0110/210-0;GWM 3436 3, Au am Rhein;02.12.2019 12:00;105.95
0110/210-0;GWM 3436 3, Au am Rhein;09.12.2019 12:00;105.97
0110/210-0;GWM 3436 3, Au am Rhein;16.12.2019 12:00;106.13
0110/210-0;GWM 3436 3, Au am Rhein;23.12.2019 12:00;106.21
0110/210-0;GWM 3436 3, Au am Rhein;30.12.2019 12:00;106.25
0113/210-4;GWM 3536, Au am Rhein;07.01.2019 12:00;106.35
0113/210-4;GWM 3536, Au am Rhein;14.01.2019 12:00;106.24
0113/210-4;GWM 3536, Au am Rhein;21.01.2019 12:00;106.52
0113/210-4;GWM 3536, Au am Rhein;28.01.2019 12:00;106.36
0113/210-4;GWM 3536, Au am Rhein;04.02.2019 12:00;106.24
0113/210-4;GWM 3536, Au am Rhein;11.02.2019 12:00;106.2
0113/210-4;GWM 3536, Au am Rhein;18.02.2019 12:00;106.28
0113/210-4;GWM 3536, Au am Rhein;25.02.2019 12:00;106.25
0113/210-4;GWM 3536, Au am Rhein;04.03.2019 12:00;106.3
0113/210-4;GWM 3536, Au am Rhein;11.03.2019 12:00;106.38
0113/210-4;GWM 3536, Au am Rhein;18.03.2019 12:00;107.06
0113/210-4;GWM 3536, Au am Rhein;25.03.2019 12:00;106.98
0113/210-4;GWM 3536, Au am Rhein;01.04.2019 12:00;106.69
0113/210-4;GWM 3536, Au am Rhein;08.04.2019 12:00;106.58
0113/210-4;GWM 3536, Au am Rhein;15.04.2019 12:00;106.52
0113/210-4;GWM 3536, Au am Rhein;22.04.2019 12:00;106.4
0113/210-4;GWM 3536, Au am Rhein;29.04.2019 12:00;106.38
0113/210-4;GWM 3536, Au am Rhein;06.05.2019 12:00;106.4
0113/210-4;GWM 3536, Au am Rhein;13.05.2019 12:00;106.53
0113/210-4;GWM 3536, Au am Rhein;20.05.2019 12:00;106.53
0113/210-4;GWM 3536, Au am Rhein;27.05.2019 12:00;107.3
0113/210-4;GWM 3536, Au am Rhein;03.06.2019 12:00;107.12
0113/210-4;GWM 3536, Au am Rhein;10.06.2019 12:00;107.01
0113/210-4;GWM 3536, Au am Rhein;17.06.2019 12:00;107.33
0113/210-4;GWM 3536, Au am Rhein;24.06.2019 12:00;107.39
0113/210-4;GWM 3536, Au am Rhein;01.07.2019 12:00;107.13
0113/210-4;GWM 3536, Au am Rhein;08.07.2019 12:00;106.95
0113/210-4;GWM 3536, Au am Rhein;15.07.2019 12:00;106.81
0113/210-4;GWM 3536, Au am Rhein;22.07.2019 12:00;106.63
0113/210-4;GWM 3536, Au am Rhein;29.07.2019 12:00;106.45
0113/210-4;GWM 3536, Au am Rhein;05.08.2019 12:00;106.44
0113/210-4;GWM 3536, Au am Rhein;12.08.2019 12:00;106.43
0113/210-4;GWM 3536, Au am Rhein;19.08.2019 12:00;106.46
0113/210-4;GWM 3536, Au am Rhein;26.08.2019 12:00;106.68
0113/210-4;GWM 3536, Au am Rhein;02.09.2019 12:00;106.55
0113/210-4;GWM 3536, Au am Rhein;09.09.2019 12:00;106.39
0113/210-4;GWM 3536, Au am Rhein;16.09.2019 12:00;106.35
0113/210-4;GWM 3536, Au am Rhein;23.09.2019 12:00;106.2
0113/210-4;GWM 3536, Au am Rhein;30.09.2019 12:00;106.11
0113/210-4;GWM 3536, Au am Rhein;07.10.2019 12:00;106.09
0113/210-4;GWM 3536, Au am Rhein;14.10.2019 12:00;106.42
0113/210-4;GWM 3536, Au am Rhein;21.10.2019 12:00;106.48
0113/210-4;GWM 3536, Au am Rhein;28.10.2019 12:00;106.5
0113/210-4;GWM 3536, Au am Rhein;04.11.2019 12:00;106.54
0113/210-4;GWM 3536, Au am Rhein;11.11.2019 12:00;106.66
0113/210-4;GWM 3536, Au am Rhein;18.11.2019 12:00;106.52
0113/210-4;GWM 3536, Au am Rhein;25.11.2019 12:00;106.37
0113/210-4;GWM 3536, Au am Rhein;02.12.2019 12:00;106.39
0113/210-4;GWM 3536, Au am Rhein;09.12.2019 12:00;106.4
0113/210-4;GWM 3536, Au am Rhein;16.12.2019 12:00;106.53
0113/210-4;GWM 3536, Au am Rhein;23.12.2019 12:00;106.71
0113/210-4;GWM 3536, Au am Rhein;30.12.2019 12:00;106.99
0108/258-7;GWM 354 A Friedhof, Neudorf;07.01.2019 12:00;101.2
0108/258-7;GWM 354 A Friedhof, Neudorf;14.01.2019 12:00;101.22
0108/258-7;GWM 354 A Friedhof, Neudorf;21.01.2019 12:00;101.23
0108/258-7;GWM 354 A Friedhof, Neudorf;28.01.2019 12:00;101.24
0108/258-7;GWM 354 A Friedhof, Neudorf;04.02.2019 12:00;101.25
0108/258-7;GWM 354 A Friedhof, Neudorf;11.02.2019 12:00;101.26
0108/258-7;GWM 354 A Friedhof, Neudorf;18.02.2019 12:00;101.26
0108/258-7;GWM 354 A Friedhof, Neudorf;25.02.2019 12:00;101.25
0108/258-7;GWM 354 A Friedhof, Neudorf;04.03.2019 12:00;101.25
0108/258-7;GWM 354 A Friedhof, Neudorf;11.03.2019 12:00;101.25
0108/258-7;GWM 354 A Friedhof, Neudorf;18.03.2019 12:00;101.26
0108/258-7;GWM 354 A Friedhof, Neudorf;25.03.2019 12:00;101.26
0108/258-7;GWM 354 A Friedhof, Neudorf;01.04.2019 12:00;101.25
0108/258-7;GWM 354 A Friedhof, Neudorf;08.04.2019 12:00;101.26
0108/258-7;GWM 354 A Friedhof, Neudorf;15.04.2019 12:00;101.25
0108/258-7;GWM 354 A Friedhof, Neudorf;22.04.2019 12:00;101.25
0108/258-7;GWM 354 A Friedhof, Neudorf;29.04.2019 12:00;101.24
0108/258-7;GWM 354 A Friedhof, Neudorf;06.05.2019 12:00;101.24
0108/258-7;GWM 354 A Friedhof, Neudorf;13.05.2019 12:00;101.25
0108/258-7;GWM 354 A Friedhof, Neudorf;20.05.2019 12:00;101.24
0108/258-7;GWM 354 A Friedhof, Neudorf;27.05.2019 12:00;101.28
0108/258-7;GWM 354 A Friedhof, Neudorf;03.06.2019 12:00;101.26
0108/258-7;GWM 354 A Friedhof, Neudorf;10.06.2019 12:00;101.25
0108/258-7;GWM 354 A Friedhof, Neudorf;17.06.2019 12:00;101.28
0108/258-7;GWM 354 A Friedhof, Neudorf;24.06.2019 12:00;101.26
0108/258-7;GWM 354 A Friedhof, Neudorf;01.07.2019 12:00;101.22
0108/258-7;GWM 354 A Friedhof, Neudorf;08.07.2019 12:00;101.19
0108/258-7;GWM 354 A Friedhof, Neudorf;15.07.2019 12:00;101.21
0108/258-7;GWM 354 A Friedhof, Neudorf;22.07.2019 12:00;101.19
0108/258-7;GWM 354 A Friedhof, Neudorf;29.07.2019 12:00;101.18
0108/258-7;GWM 354 A Friedhof, Neudorf;05.08.2019 12:00;101.17
0108/258-7;GWM 354 A Friedhof, Neudorf;12.08.2019 12:00;101.18
0108/258-7;GWM 354 A Friedhof, Neudorf;19.08.2019 12:00;101.17
0108/258-7;GWM 354 A Friedhof, Neudorf;26.08.2019 12:00;101.15
0108/258-7;GWM 354 A Friedhof, Neudorf;02.09.2019 12:00;101.13
0108/258-7;GWM 354 A Friedhof, Neudorf;09.09.2019 12:00;101.13
0108/258-7;GWM 354 A Friedhof, Neudorf;16.09.2019 12:00;101.12
0108/258-7;GWM 354 A Friedhof, Neudorf;23.09.2019 12:00;101.11
0108/258-7;GWM 354 A Friedhof, Neudorf;30.09.2019 12:00;101.13
0108/258-7;GWM 354 A Friedhof, Neudorf;07.10.2019 12:00;101.15
0108/258-7;GWM 354 A Friedhof, Neudorf;14.10.2019 12:00;101.17
0108/258-7;GWM 354 A Friedhof, Neudorf;21.10.2019 12:00;101.19
0108/258-7;GWM 354 A Friedhof, Neudorf;28.10.2019 12:00;101.19
0108/258-7;GWM 354 A Friedhof, Neudorf;04.11.2019 12:00;101.2
0108/258-7;GWM 354 A Friedhof, Neudorf;11.11.2019 12:00;101.22
0108/258-7;GWM 354 A Friedhof, Neudorf;18.11.2019 12:00;101.23
0108/258-7;GWM 354 A Friedhof, Neudorf;25.11.2019 12:00;101.23
0108/258-7;GWM 354 A Friedhof, Neudorf;02.12.2019 12:00;101.24
0108/258-7;GWM 354 A Friedhof, Neudorf;09.12.2019 12:00;101.24
0108/258-7;GWM 354 A Friedhof, Neudorf;16.12.2019 12:00;101.26
0108/258-7;GWM 354 A Friedhof, Neudorf;23.12.2019 12:00;101.27
0108/258-7;GWM 354 A Friedhof, Neudorf;30.12.2019 12:00;101.27
0119/307-5;GWM 3661 Friedhof, Wiesental;11.02.2019 12:00;101.73
0119/307-5;GWM 3661 Friedhof, Wiesental;18.02.2019 12:00;101.72
0119/307-5;GWM 3661 Friedhof, Wiesental;25.02.2019 12:00;101.71
0119/307-5;GWM 3661 Friedhof, Wiesental;04.03.2019 12:00;101.7
0119/307-5;GWM 3661 Friedhof, Wiesental;11.03.2019 12:00;101.7
0119/307-5;GWM 3661 Friedhof, Wiesental;18.03.2019 12:00;101.72
0119/307-5;GWM 3661 Friedhof, Wiesental;25.03.2019 12:00;101.73
